SAP2000 v14.0.0    3/26/21 14:49:30

Table:  Element Forces - Frames

       Frame     Station  OutputCase    CaseType           P          V2          V3           T          M2          M3   FrameElem ElemStation
                      mm                                   N           N           N        N-mm        N-mm        N-mm                      mm

         186     3250.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   1.478E-09   9.899E-06       186-1     3250.00
         186     3750.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   1.705E-09   2.704E-05       186-1     3750.00
         186     4250.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   1.933E-09   4.418E-05       186-1     4250.00
         186     4750.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   2.160E-09   6.132E-05       186-1     4750.00
         186     5250.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   2.387E-09   7.846E-05       186-1     5250.00
         186     5750.00       WINDX   LinStatic        0.00  -3.428E-08  -4.547E-13   3.027E-06   2.615E-09   9.560E-05       186-1     5750.00
         186      250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 41564164.04       186-1      250.00
         186      750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 33897695.86       186-1      750.00
         186     1250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 26231227.68       186-1     1250.00
         186     1750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 18564759.49       186-1     1750.00
         186     2250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 10898291.31       186-1     2250.00
         186     2750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00  3231823.13       186-1     2750.00
         186     3250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 -4434645.05       186-1     3250.00
         186     3750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 -12101113.2       186-1     3750.00
         186     4250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 -19767581.4       186-1     4250.00
         186     4750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00 -27434049.6       186-1     4750.00
         186     5250.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00  -35100518.       186-1     5250.00
         186     5750.00       WINDY   LinStatic        0.00    15332.94        0.00   -11092.84        0.00  -42766986.       186-1     5750.00
         187      250.00        DEAD   LinStatic        0.00   -45293.95        0.00 -10160926.8  -1.388E-17  -44066933.       187-1      250.00
         187      750.00        DEAD   LinStatic        0.00   -42769.75        0.00 -10160926.8  -1.388E-17 -21985102.2       187-1      750.00
         187     1250.00        DEAD   LinStatic        0.00   -39059.20        0.00 -10160926.8  -1.388E-17 -1527866.98       187-1     1250.00
         187     1750.00        DEAD   LinStatic        0.00   -36535.00        0.00 -10160926.8  -1.388E-17 17304772.44       187-1     1750.00
         187     2000.00        DEAD   LinStatic        0.00   -35866.07        0.00 -10160926.8  -1.388E-17 26346667.15       187-1     2000.00
         187     2000.00        DEAD   LinStatic        0.00    -4523.47        0.00   -33518.22  -1.388E-17 28048570.03       187-2        0.00
         187     2250.00        DEAD   LinStatic        0.00    -3854.54        0.00   -33518.22  -1.388E-17 29104059.41       187-2      250.00
         187     2750.00        DEAD   LinStatic        0.00    -1330.34        0.00   -33518.22  -1.388E-17 30466188.18       187-2      750.00
         187     3250.00        DEAD   LinStatic        0.00     2380.21        0.00   -33518.22  -1.388E-17 30203721.12       187-2     1250.00
         187     3750.00        DEAD   LinStatic        0.00     4904.41        0.00   -33518.22  -1.388E-17 28316658.24       187-2     1750.00
         187     4000.00        DEAD   LinStatic        0.00     5573.33        0.00   -33518.22  -1.388E-17 26998701.80       187-2     2000.00
         187     4000.00        DEAD   LinStatic        0.00    36871.05        0.00  9900378.11        0.00 25297162.24       187-3        0.00
         187     4250.00        DEAD   LinStatic        0.00    37539.97        0.00  9900378.11        0.00 16004023.41       187-3      250.00
         187     4750.00        DEAD   LinStatic        0.00    40064.17        0.00  9900378.11        0.00 -3331104.24       187-3      750.00
         187     5250.00        DEAD   LinStatic        0.00    43774.72        0.00  9900378.11        0.00 -24290827.7       187-3     1250.00
         187     5750.00        DEAD   LinStatic        0.00    46298.92        0.00  9900378.11        0.00  -46875147.       187-3     1750.00
         187      250.00        LIVE   LinStatic        0.00   -11185.25        0.00 -2785133.02   2.622E-18 -11037699.2       187-1      250.00
         187      750.00        LIVE   LinStatic        0.00   -10685.25        0.00 -2785133.02   9.283E-19 -5549239.62       187-1      750.00
         187     1250.00        LIVE   LinStatic        0.00    -9810.25        0.00 -2785133.02  -7.657E-19  -425363.39       187-1     1250.00
         187     1750.00        LIVE   LinStatic        0.00    -9310.25        0.00 -2785133.02  -2.460E-18  4333929.50       187-1     1750.00
         187     2000.00        LIVE   LinStatic        0.00    -9247.75        0.00 -2785133.02  -3.307E-18  6651075.94       187-1     2000.00
         187     2000.00        LIVE   LinStatic        0.00     -870.59        0.00   -10604.78  -3.469E-18  7118901.05       187-2        0.00
         187     2250.00        LIVE   LinStatic        0.00     -808.09        0.00   -10604.78  -2.622E-18  7331339.53       187-2      250.00
         187     2750.00        LIVE   LinStatic        0.00     -308.09        0.00   -10604.78  -9.283E-19  7631216.49       187-2      750.00
         187     3250.00        LIVE   LinStatic        0.00      566.91        0.00   -10604.78   7.657E-19  7566510.12       187-2     1250.00
         187     3750.00        LIVE   LinStatic        0.00     1066.91        0.00   -10604.78   2.460E-18  7137220.42       187-2     1750.00
         187     4000.00        LIVE   LinStatic        0.00     1129.41        0.00   -10604.78   3.307E-18  6860075.56       187-2     2000.00
         187     4000.00        LIVE   LinStatic        0.00     9493.65        0.00  2707295.64   3.469E-18  6393112.12       187-3        0.00
         187     4250.00        LIVE   LinStatic        0.00     9556.15        0.00  2707295.64   3.469E-18  4014491.89       187-3      250.00
         187     4750.00        LIVE   LinStatic        0.00    10056.15        0.00  2707295.64   3.469E-18  -867748.58       187-3      750.00
         187     5250.00        LIVE   LinStatic        0.00    10931.15        0.00  2707295.64   3.469E-18 -6114572.37       187-3     1250.00
         187     5750.00        LIVE   LinStatic        0.00    11431.15        0.00  2707295.64   3.469E-18 -11725979.5       187-3     1750.00
         187      250.00       WINDX   LinStatic        0.00    16884.30        0.00   9.238E-06  -1.024E-20 47086728.42       187-1      250.00
         187      750.00       WINDX   LinStatic        0.00    16884.30        0.00   9.238E-06        0.00 38644577.44       187-1      750.00
         187     1250.00       WINDX   LinStatic        0.00    16884.30        0.00   9.238E-06        0.00 30202426.46       187-1     1250.00
         187     1750.00       WINDX   LinStatic        0.00    16884.30        0.00   9.238E-06        0.00 21760275.48       187-1     1750.00
         187     2000.00       WINDX   LinStatic        0.00    16884.30        0.00   9.238E-06   1.292E-20 17539199.99       187-1     2000.00
         187     2000.00       WINDX   LinStatic        0.00    16884.30        0.00   1.895E-06   1.355E-20 17539199.99       187-2        0.00
         187     2250.00       WINDX   LinStatic        0.00    16884.30        0.00   1.895E-06   1.024E-20 13318124.50       187-2      250.00
         187     2750.00       WINDX   LinStatic        0.00    16884.30        0.00   1.895E-06        0.00  4875973.52       187-2      750.00
         187     3250.00       WINDX   LinStatic        0.00    16884.30        0.00   1.895E-06        0.00 -3566177.46       187-2     1250.00
         187     3750.00       WINDX   LinStatic        0.00    16884.30        0.00   1.895E-06        0.00 -12008328.4       187-2     1750.00
         187     4000.00       WINDX   LinStatic        0.00    16884.30        0.00   1.895E-06  -1.292E-20 -16229403.9       187-2     2000.00
         187     4000.00       WINDX   LinStatic        0.00    16884.30        0.00  -2.126E-06        0.00 -16229403.9       187-3        0.00
         187     4250.00       WINDX   LinStatic        0.00    16884.30        0.00  -2.126E-06        0.00 -20450479.4       187-3      250.00
         187     4750.00       WINDX   LinStatic        0.00    16884.30        0.00  -2.126E-06        0.00 -28892630.4       187-3      750.00
         187     5250.00       WINDX   LinStatic        0.00    16884.30        0.00  -2.126E-06   1.654E-20  -37334781.       187-3     1250.00
         187     5750.00       WINDX   LinStatic        0.00    16884.30        0.00  -2.126E-06   2.316E-20  -45776932.       187-3     1750.00
         187      250.00       WINDY   LinStatic        0.00     1524.85        0.00  5716996.47        0.00  1561984.12       187-1      250.00
         187      750.00       WINDY   LinStatic        0.00     1524.85        0.00  5716996.47        0.00   799558.01       187-1      750.00
         187     1250.00       WINDY   LinStatic        0.00     1524.85        0.00  5716996.47        0.00    37131.90       187-1     1250.00
         187     1750.00       WINDY   LinStatic        0.00     1524.85        0.00  5716996.47        0.00  -725294.21       187-1     1750.00
         187     2000.00       WINDY   LinStatic        0.00     1524.85        0.00  5716996.47        0.00 -1106507.27       187-1     2000.00
         187     2000.00       WINDY   LinStatic        0.00      -26.41        0.00     8705.64        0.00 -1039327.19       187-2        0.00
         187     2250.00       WINDY   LinStatic        0.00      -26.41        0.00     8705.64        0.00 -1032725.90       187-2      250.00
         187     2750.00       WINDY   LinStatic        0.00      -26.41        0.00     8705.64        0.00 -1019523.31       187-2      750.00
